id,lien,nom,Gamme PC,image_url,boutique,Taille de l'écran,Résolution d'écrans,Processeur,Référence Processeur,Mémoire,Disque Dur,Type Disque Dur,Carte Graphique,Système d'exploitation,Gamer,prix
BU-AB1T6EA-W11P,https://www.mytek.tn/pc-portable-hp-15-fd0080nk-i5-13e-gen-8g-512go-ssd-noir.html,PC Portable HP 15-fd0080nk i5 13è Gén 8G 512Go SSD - Noir,15-fd0080nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0080nk-i5-13e-gen-8g-512go-ssd-noir_1.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i5,Intel® Core™ i5-1334U,8 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Pro,Non,"1 979,000 DT"
BU-AB1T5EA-W11P,https://www.mytek.tn/pc-portable-hp-15-fd0079nk-i5-13e-gen-8g-512go-ssd-silver.html,PC Portable HP 15-fd0079nk i5 13è Gén 8G 512Go SSD - Silver,15-fd0079nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0079nk-i5-13e-gen-8g-512go-ssd-silver.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i5,Intel® Core™ i5-1334U,8 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Pro,Non,"1 979,000 DT"
X1502VA-NJ563W-16G,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1502va-i7-13e-gen-16g-512go-ssd-bleu.html,PC Portable ASUS Vivobook 15 X1502VA i7 13è Gén 16G 512Go SSD - Bleu,VIVOBOOK 15 X1502VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1502va-i7-13e-gen-16g-512go-ssd-bleu-khg.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13620H,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 989,000 DT"
X1502VA-NJ654W-16G,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1502va-i7-13e-gen-16g-512go-ssd-silver.html,PC Portable ASUS Vivobook 15 X1502VA i7 13è Gén 16G 512Go SSD - Silver,VIVOBOOK 15 X1502VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1502va-i7-13e-gen-16g-512go-ssd-silver-po.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13620H,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 989,000 DT"
886K4EA-16G,https://www.mytek.tn/pc-portable-hp-15-fd0019nk-i7-13e-gen-16go-512go-ssd-silver.html,PC Portable HP 15-fd0019nk i7 13è Gén 16Go 512Go SSD - Silver,15-fd0019nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0019nk-i7-13e-gen-16go-512go-ssd-silver-m.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-1355U,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 995,000 DT"
A0DB5EA-16G,https://www.mytek.tn/pc-portable-hp-15-fd0046nk-i5-13e-gen-16go-512go-ssd-silver-or-chaud.html,PC Portable HP 15-fd0046nk i5 13è Gén 16Go 512Go SSD - Silver & Or Chaud,15-fd0046nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0046nk-i5-13e-gen-16go-512go-ssd-silver-or-chaud_1.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i5,Intel® Core™ i5-1334U,16 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Famille,Non,"1 999,000 DT"
83EM00GRFG,https://www.mytek.tn/pc-portable-lenovo-ideapad-slim-3-15irh8-i7-13eme-gen-16g-512g-ssd-gris.html,PC Portable LENOVO IdeaPad Slim 3 15IRH8 i7 13ème Gén 16G 512G SSD - Gris,IDEAPAD SLIM 3 15IRH8,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-slim-3-15irh8-i7-13eme-gen-16g-512g-ssd-gris-tyui.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13620H,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 999,000 DT"
BU-83EM008XFG-W11P,https://www.mytek.tn/pc-portable-lenovo-ideapad-slim-3-15irh8-i7-13e-gen-16g-512go-ssd-gris.html,PC Portable LENOVO IdeaPad Slim 3 15IRH8 i7 13è Gén 16G 512Go SSD - Gris,IDEAPAD SLIM 3 15IRH8,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-slim-3-15irh8-i7-13e-gen-16g-512go-ssd-gris_2.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13620H,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 999,000 DT"
AB1T5EA-24G,https://www.mytek.tn/pc-portable-hp-15-fd0079nk-i5-13e-gen-24go-512go-ssd-silver.html,PC Portable HP 15-fd0079nk i5 13è Gén 24Go 512Go SSD - Silver,15-fd0079nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0079nk-i5-13e-gen-24go-512go-ssd-silver-200.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i5,Intel® Core™ i5-1334U,24 Go,512Go SSD,SSD,Nvidia GeForce,FreeDos,Non,"1 999,000 DT"
AB1T6EA-24G,https://www.mytek.tn/pc-portable-hp-15-fd0080nk-i5-13e-gen-24go-512go-ssd-noir.html,PC Portable HP 15-fd0080nk i5 13è Gén 24Go 512Go SSD - Noir,15-fd0080nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0080nk-i5-13e-gen-24go-512go-ssd-noir-45.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i5,Intel® Core™ i5-1334U,24 Go,512Go SSD,SSD,Nvidia GeForce,FreeDos,Non,"1 999,000 DT"
886J5EA-20G,https://www.mytek.tn/pc-portable-hp-15-fc0015nk-amd-ryzen-7-20go-512go-ssd-silver.html,Pc Portable HP 15-fc0015nk AMD RYZEN 7 20Go 512Go SSD - Silver,15-fc0015nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fc0015nk-amd-ryzen-7-20go-512go-ssd-silver-45.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,AMD Ryzen 7,AMD Ryzen™ 7 7730U,20 Go,512Go SSD,SSD,AMD Radeon,Windows 11 Famille,Non,"1 999,000 DT"
FA506NF-HN004,https://www.mytek.tn/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen5-8go-rtx-2050.html,PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN5 8Go RTX 2050,TUF GAMING A15,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen5-8go-rtx-2050-ae.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,AMD Ryzen 5,AMD Ryzen 5 7535HS,8 Go,512Go SSD,SSD,Nvidia GeForce,FreeDos,oui,"2 009,000 DT"
N1601PVNB3530,https://www.mytek.tn/pc-portable-dell-vostro-3530-i7-13e-gen-8go-512g-ssd-noir.html,Pc Portable DELL Vostro 3530 i7 13è Gén 8Go 512G SSD - Noir,VOSTRO 3530,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3530-i7-13e-gen-8go-512g-ssd-noir-40_1_.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-1355U,8 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"2 019,000 DT"
BU-AB1T6EA-16G-W11P,https://www.mytek.tn/pc-portable-hp-15-fd0080nk-i5-13e-gen-16g-512go-ssd-noir.html,PC Portable HP 15-fd0080nk i5 13è Gén 16G 512Go SSD - Noir,15-fd0080nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0080nk-i5-13e-gen-16g-512go-ssd-noir-200_1.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i5,Intel® Core™ i5-1334U,16 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Pro,Non,"2 025,000 DT"
BU-AB1T5EA-16G-W11P,https://www.mytek.tn/pc-portable-hp-15-fd0079nk-i5-13e-gen-16g-512go-ssd-silver.html,PC Portable HP 15-fd0079nk i5 13è Gén 16G 512Go SSD - Silver,15-fd0079nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0079nk-i5-13e-gen-16g-512go-ssd-silver_1.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i5,Intel® Core™ i5-1334U,16 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Pro,Non,"2 025,000 DT"
P1503CVA-NJ0808,https://www.mytek.tn/pc-portable-asus-expertbook-p1-p1503-i7-13eme-gen-16go-512go-ssd-gris.html,PC Portable ASUS ExpertBook P1 P1503 i7 13ème Gén 16Go 512Go SSD - Gris,EXPERTBOOK,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-expertbook-p1-p1503-i7-13eme-gen-16go-512go-ssd-gris-75.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13620H,16 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"2 029,000 DT"
X1605VA-MB1636W-16G,https://www.mytek.tn/pc-portable-asus-vivobook-16-x1605va-i7-13e-gen-16g-512go-ssd-silver.html,PC Portable ASUS Vivobook 16 X1605VA i7 13è Gén 16G 512Go SSD - Silver,VIVOBOOK 16,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-16-x1605va-i7-13e-gen-16g-512go-ssd-silver-a.jpg,Mytek,16 Pouces,1920 x 1200 pixels,Intel Core i7,Intel® Core™ i7-13620H,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"2 029,000 DT"
X1502VA-NJ563W-24G,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1502va-i7-13e-gen-24g-512go-ssd-bleu.html,PC Portable ASUS Vivobook 15 X1502VA i7 13è Gén 24G 512Go SSD - Bleu,VIVOBOOK 15 X1502VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1502va-i7-13e-gen-24g-512go-ssd-bleu-fre.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13620H,24 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"2 039,000 DT"
X1502VA-NJ654W-24G,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1502va-i7-13e-gen-24g-512go-ssd-silver.html,PC Portable ASUS Vivobook 15 X1502VA i7 13è Gén 24G 512Go SSD - Silver,VIVOBOOK 15 X1502VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1502va-i7-13e-gen-24g-512go-ssd-silver-lo.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13620H,24 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"2 039,000 DT"
A2AQ2EA,https://www.mytek.tn/pc-portable-hp-15-fd0286nk-i7-13e-gen-8go-512go-ssd-silver.html,PC Portable HP 15-fd0286nk i7 13è Gén 8Go 512Go SSD - Silver,15-fd0286nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0286nk-i7-13e-gen-8go-512go-ssd-silver-80.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-1355U,8 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"2 045,000 DT"
82XX00DWFG,https://www.mytek.tn/pc-portable-lenovo-ideapad-flex-5-14abr8-amd-ryzen-5-8g-512g-ssd-gris.html,PC Portable LENOVO IdeaPad Flex 5 14ABR8 AMD RYZEN 5 8G 512G SSD - Gris,IDEAPAD FLEX 5,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-flex-5-14abr8-amd-ryzen-5-8g-512g-ssd-gris-80.jpg,Mytek,14 Pouces,1920 x 1200 pixels,AMD Ryzen 5,AMD Ryzen™ 5 7430U,8 Go,512Go SSD,SSD,AMD Radeon,Windows 11 Famille,Non,"2 049,000 DT"
83LK0075FG,https://www.mytek.tn/pc-portable-gamer-lenovo-loq-15iax9e-i5-12eme-gen-16go-rtx-2050.html,PC Portable Gamer LENOVO LOQ 15IAX9E i5 12ème Gén 16Go RTX 2050,LOQ 15IAX9E,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-lenovo-loq-15iax9e-i5-12eme-gen-16go-rtx-2050-ja.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i5,Intel® Core™ i5-12450HX,16 Go,512Go SSD,SSD,Nvidia GeForce,FreeDos,oui,"2 049,000 DT"
B55C4EA,https://www.mytek.tn/pc-portable-gamer-hp-victus-15-fb2000nk-amd-ryzen-5-8go-rtx-2050.html,PC Portable Gamer HP Victus 15-fb2000nk AMD RYZEN 5 8Go RTX 2050,VICTUS 15,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-hp-victus-15-fb2000nk-amd-ryzen-5-8go-rtx-2050.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,AMD Ryzen 5,AMD Ryzen™ 5 8645HS,8 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Famille,oui,"2 049,000 DT"
BU-AB1T6EA-24G-W11P,https://www.mytek.tn/pc-portable-hp-15-fd0080nk-i5-13e-gen-24g-512go-ssd-noir.html,PC Portable HP 15-fd0080nk i5 13è Gén 24G 512Go SSD - Noir,15-fd0080nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0080nk-i5-13e-gen-24g-512go-ssd-noir-200.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i5,Intel® Core™ i5-1334U,24 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Pro,Non,"2 059,000 DT"
BU-AB1T5EA-24G-W11P,https://www.mytek.tn/pc-portable-hp-15-fd0079nk-i5-13e-gen-24g-512go-ssd-silver.html,PC Portable HP 15-fd0079nk i5 13è Gén 24G 512Go SSD - Silver,15-fd0079nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0079nk-i5-13e-gen-24g-512go-ssd-silver_1.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i5,Intel® Core™ i5-1334U,24 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Pro,Non,"2 059,000 DT"
A0DB5EA-32G,https://www.mytek.tn/pc-portable-hp-15-fd0046nk-i5-13e-gen-32go-512go-ssd-silver-or-chaud.html,PC Portable HP 15-fd0046nk i5 13è Gén 32Go 512Go SSD - Silver & Or Chaud,15-fd0046nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0046nk-i5-13e-gen-32go-512go-ssd-silver-or-chaud-1.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i5,Intel® Core™ i5-1334U,32 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Famille,Non,"2 059,000 DT"
886K4EA-32G,https://www.mytek.tn/pc-portable-hp-15-fd0019nk-i7-13e-gen-32go-512go-ssd-silver.html,PC Portable HP 15-fd0019nk i7 13è Gén 32Go 512Go SSD - Silver,15-fd0019nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0019nk-i7-13e-gen-32go-512go-ssd-silver-g.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-1355U,32 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"2 065,000 DT"
X1605VA-MB1636W-24G,https://www.mytek.tn/pc-portable-asus-vivobook-16-x1605va-i7-13e-gen-24g-512go-ssd-silver.html,PC Portable ASUS Vivobook 16 X1605VA i7 13è Gén 24G 512Go SSD - Silver,VIVOBOOK 16,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-16-x1605va-i7-13e-gen-24g-512go-ssd-silver-70.jpg,Mytek,16 Pouces,1920 x 1200 pixels,Intel Core i7,Intel® Core™ i7-13620H,24 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"2 065,000 DT"
N1601PVNB3530-16G,https://www.mytek.tn/pc-portable-dell-vostro-3530-i7-13e-gen-16go-512g-ssd-noir.html,Pc Portable DELL Vostro 3530 i7 13è Gén 16Go 512G SSD - Noir,VOSTRO 3530,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3530-i7-13e-gen-16go-512g-ssd-noir-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-1355U,16 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"2 069,000 DT"
S3605ZF-RP770,https://www.mytek.tn/pc-portable-gamer-asus-vivobook-16x-i5-12e-gen-8g-rtx-2050.html,PC Portable Gamer ASUS Vivobook 16X i5 12è Gén 8G RTX 2050,Vivobook 16X,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-vivobook-16x-i5-12e-gen-8g-rtx-2050-aa.jpg,Mytek,16 Pouces,1920 x 1200 pixels,Intel Core i5,Intel® Core™ i5-12500H,8 Go,512Go SSD,SSD,Nvidia GeForce,FreeDos,oui,"2 069,000 DT"
FA506NF-HN004-16G,https://www.mytek.tn/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen5-16go-rtx-2050.html,PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN5 16Go RTX 2050,TUF GAMING A15,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen5-16go-rtx-2050_1_1.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,AMD Ryzen 5,AMD Ryzen™ 5 7535HS,16 Go,512Go SSD,SSD,Nvidia GeForce,FreeDos,oui,"2 079,000 DT"
A2AQ2EA-16G,https://www.mytek.tn/pc-portable-hp-15-fd0286nk-i7-13e-gen-16go-512go-ssd-silver.html,PC Portable HP 15-fd0286nk i7 13è Gén 16Go 512Go SSD - Silver,15-fd0286nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0286nk-i7-13e-gen-16go-512go-ssd-silver-60.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-1355U,16 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"2 089,000 DT"
BU-P1503CVA-NJ0808-W11P,https://www.mytek.tn/pc-portable-asus-expertbook-p1-p1503-i7-13eme-gen-16g-512go-ssd-gris.html,PC Portable ASUS ExpertBook P1 P1503 i7 13ème Gén 16G 512Go SSD - Gris,EXPERTBOOK,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-expertbook-p1-p1503-i7-13eme-gen-16g-512go-ssd-gris.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13620H,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"2 089,000 DT"
BU-N1601PVNB3530,https://www.mytek.tn/pc-portable-dell-vostro-3530-i7-13e-gen-8g-512g-ssd-noir.html,Pc Portable DELL Vostro 3530 i7 13è Gén 8G 512G SSD - Noir,VOSTRO 3530,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3530-i7-13e-gen-8g-512g-ssd-noir-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-1355U,8 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"2 089,000 DT"
X1504VA-NJ929W-24G,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-intel-core-7-150u-24g-512go-ssd-silver.html,PC Portable ASUS Vivobook 15 X1504VA Intel Core 7 150U 24G 512Go SSD - Silver,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-intel-core-7-150u-24g-512go-ssd-silver-qa.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core 7,Intel® Core™ 7 150U,24 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"2 089,000 DT"
N1601PVNB3530-24G,https://www.mytek.tn/pc-portable-dell-vostro-3530-i7-13e-gen-24go-512g-ssd-noir.html,Pc Portable DELL Vostro 3530 i7 13è Gén 24Go 512G SSD - Noir,VOSTRO 3530,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3530-i7-13e-gen-24go-512g-ssd-noir-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-1355U,24 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"2 099,000 DT"
P1503CVA-NJ0808-24G,https://www.mytek.tn/pc-portable-asus-expertbook-p1-p1503-i7-13eme-gen-24go-512go-ssd-gris.html,PC Portable ASUS ExpertBook P1 P1503 i7 13ème Gén 24Go 512Go SSD - Gris,EXPERTBOOK,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-expertbook-p1-p1503-i7-13eme-gen-24go-512go-ssd-gris-70.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13620H,24 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"2 099,000 DT"
83LK006SFG,https://www.mytek.tn/pc-portable-gamer-lenovo-loq-15iax9e-i5-12e-gen-16go-rtx-2050.html,PC Portable Gamer LENOVO LOQ 15IAX9E i5 12è Gén 16Go RTX 2050,LOQ 15IAX9E,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-lenovo-loq-15iax9e-i5-12e-gen-16go-rtx-2050-kk.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i5,Intel® Core™ i5-12450HX,16 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Famille,oui,"2 099,000 DT"
S3605ZF-RP770-16G,https://www.mytek.tn/pc-portable-gamer-asus-vivobook-16x-i5-12e-gen-16g-rtx-2050.html,PC Portable Gamer ASUS Vivobook 16X i5 12è Gén 16G RTX 2050,Vivobook 16X,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-vivobook-16x-i5-12e-gen-16g-rtx-2050-ab.jpg,Mytek,16 Pouces,1920 x 1200 pixels,Intel Core i5,Intel® Core™ i5-12500H,16 Go,512Go SSD,SSD,Nvidia GeForce,FreeDos,oui,"2 115,000 DT"
B55C4EA-16G,https://www.mytek.tn/pc-portable-gamer-hp-victus-15-fb2000nk-amd-ryzen-5-16go-rtx-2050.html,PC Portable Gamer HP Victus 15-fb2000nk AMD RYZEN 5 16Go RTX 2050,VICTUS 15,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-hp-victus-15-fb2000nk-amd-ryzen-5-16go-rtx-2050.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,AMD Ryzen 5,AMD Ryzen™ 5 8645HS,16 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Famille,oui,"2 115,000 DT"
X1605VA-MB1636W,https://www.mytek.tn/pc-portable-asus-vivobook-16-x1605va-i7-13e-gen-8g-512go-ssd-silver.html,PC Portable ASUS Vivobook 16 X1605VA i7 13è Gén 8G 512Go SSD - Silver,VIVOBOOK 16,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-16-x1605va-i7-13e-gen-8g-512go-ssd-silver-90.jpg,Mytek,16 Pouces,1920 x 1200 pixels,Intel Core i7,Intel® Core™ i7-13620H,8 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"2 119,000 DT"
X1502VA-NJ257W,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1502va-i9-13e-gen-8go-512go-ssd-silver.html,PC Portable ASUS Vivobook 15 X1502VA i9 13è Gén 8Go 512Go SSD - Silver,VIVOBOOK 15 X1502VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1502va-i9-13e-gen-8go-512go-ssd-silver-30.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i9,Intel® Core™ i9-13900H,8 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"2 125,000 DT"
BU-S3605ZF-RP770-W11P,https://www.mytek.tn/pc-portable-gamer-asus-vivobook-16x-i5-12e-gen-8g-rtx2050.html,PC Portable Gamer ASUS Vivobook 16X i5 12è Gén 8G RTX2050,Vivobook 16X,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-vivobook-16x-i5-12e-gen-8g-rtx2050-ae.jpg,Mytek,16 Pouces,1920 x 1200 pixels,Intel Core i5,Intel® Core™ i5-12500H,8 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Pro,oui,"2 129,000 DT"
