id,lien,nom,Gamme PC,image_url,boutique,Taille de l'écran,Résolution d'écrans,Processeur,Référence Processeur,Mémoire,Disque Dur,Type Disque Dur,Carte Graphique,Système d'exploitation,Gamer,prix
BU-X1504VA-NJ518W-16G-S,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-16go-512go-ssd.html,PC Portable ASUS Vivobook 15 X1504VA i3 13è Gén 16Go 512Go SSD,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-16go-512go-ssd.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 219,000 DT"
82QD00G1FG-16G,https://www.mytek.tn/pc-portable-lenovo-ideapad-1-15iau7-i3-12eme-gen-16go-512go-ssd-gris.html,PC Portable LENOVO IdeaPad 1 15IAU7 i3 12ème Gén 16Go 512Go SSD - Gris,IDEAPAD 1,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-1-15iau7-i3-12eme-gen-16go-512go-ssd-gris-t.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1215U,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 229,000 DT"
BU-VOSTRO-3530-I3-512SSD-W11,https://www.mytek.tn/pc-portable-dell-vostro-3530-i3-13eme-gen-8go-512g-ssd-noir.html,Pc Portable DELL Vostro 3530 i3 13ème Gén 8Go 512G SSD - Noir,VOSTRO 3530,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3530-i3-13eme-gen-8go-512g-ssd-noir-o.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1305U,8 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 229,000 DT"
BU-X1504VA-NJ814W-16G-K,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-16go-512go-ssd-silver.html,PC Portable ASUS Vivobook 15 X1504VA i3 13ème Gén 16Go 512Go SSD - Silver,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-16go-512go-ssd-silver-60.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 229,000 DT"
BU-X1504VA-NJ518W-16G-K,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-16go-512go-ssd-bleu.html,PC Portable ASUS Vivobook 15 X1504VA i3 13ème Gén 16Go 512Go SSD - Bleu,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-16go-512go-ssd-bleu.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 229,000 DT"
83A100UJFE-16G,https://www.mytek.tn/pc-portable-lenovo-v15-g4-iru-i3-13eme-gen-16g-512g-ssd-noir.html,PC Portable LENOVO V15 G4 IRU i3 13ème Gén 16G 512G SSD - Noir,V15 G4 IRU,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-v15-g4-iru-i3-13eme-gen-16g-512g-ssd-noir.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,16 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 229,000 DT"
BU-X1504VA-NJ739-24G-W11P,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-24g-512g-ssd-bleu.html,PC Portable ASUS Vivobook 15 X1504VA i3 13è Gén 24G 512G SSD - Bleu,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-24g-512g-ssd-bleu.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,24 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 235,000 DT"
BU-X1504VA-NJ725-24G-W11P,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-24go-512g-ssd-silver.html,PC Portable ASUS Vivobook 15 X1504VA i3 13è Gén 24Go 512G SSD - Silver,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-24go-512g-ssd-silver.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,24 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 235,000 DT"
X1504VA-NJ814W-24G,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-24g-512go-ssd-silver.html,PC Portable ASUS Vivobook 15 X1504VA i3 13è Gén 24G 512Go SSD - Silver,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-24g-512go-ssd-silver_1.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,24 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 249,000 DT"
BU-A2AP0EA-16G-W11P,https://www.mytek.tn/pc-portable-hp-15-fd0053nk-i3-n305-16g-512go-ssd-silver.html,Pc Portable HP 15-fd0053nk I3-N305 16G 512Go SSD - Silver,15-fd0053nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0053nk-i3-n305-16g-512go-ssd-silver-l.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-N305,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 249,000 DT"
BU-A2MM1EA-16G-W11P,https://www.mytek.tn/pc-portable-hp-15-fd0052nk-i3-n305-16g-512go-ssd-silver-bleu.html,Pc Portable HP 15-fd0052nk I3-N305 16G 512Go SSD - Silver & Bleu,15-fd0052nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0052nk-i3-n305-16g-512go-ssd-silver-bleu-a.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-N305,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 249,000 DT"
X1504VA-NJ518W-24G,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-24go-512go-ssd-bleu.html,PC Portable ASUS Vivobook 15 X1504VA i3 13è Gén 24Go 512Go SSD - Bleu,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-24go-512go-ssd-bleu-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,24 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 249,000 DT"
83A100NRFE,https://www.mytek.tn/pc-portable-lenovo-v15-g4-iru-i3-13e-gen-8go-512go-ssd-noir.html,PC Portable LENOVO V15 G4 IRU i3 13è Gén 8Go 512Go SSD - Noir,V15 G4 IRU,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-v15-g4-iru-i3-13e-gen-8go-512go-ssd-noir-h.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,8 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 249,000 DT"
BU-V3520-I3-512SSD-32G-W11P,https://www.mytek.tn/pc-portable-dell-vostro-3520-i3-12e-gen-32go-512g-ssd-noir.html,Pc Portable DELL Vostro 3520 i3 12è Gén 32Go 512G SSD - Noir,VOSTRO 3520,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3520-i3-12e-gen-32go-512g-ssd-noir-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1215U,32 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 249,000 DT"
BU-X1504VA-NJ814W-W11P,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-8g-512go-ssd.html,PC Portable ASUS Vivobook 15 X1504VA i3 13è Gén 8G 512Go SSD,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-8g-512go-ssd.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,8 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 249,000 DT"
BU-X1504VA-NJ518W-W11P,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-8g-512g-ssd.html,PC Portable ASUS Vivobook 15 X1504VA i3 13è Gén 8G 512G SSD,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-8g-512g-ssd.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,8 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 249,000 DT"
BU-A2AN9EA-16G-W11P,https://www.mytek.tn/pc-portable-hp-15-fd0051nk-i3-n305-16g-512go-ssd-silver-or-chaud.html,Pc Portable HP 15-fd0051nk I3-N305 16G 512Go SSD - Silver & Or Chaud,15-fd0051nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0051nk-i3-n305-16g-512go-ssd-silver-or-chaud.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-N305,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 249,000 DT"
BU-83A100UJFE-W11P,https://www.mytek.tn/pc-portable-lenovo-v15-g4-iru-i3-13eme-gen-8go-512g-ssd-noir.html,PC Portable LENOVO V15 G4 IRU i3 13ème Gén 8Go 512G SSD - Noir,V15 G4 IRU,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-v15-g4-iru-i3-13eme-gen-8go-512g-ssd-noir-11.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,8 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 249,000 DT"
83A100NRFE-12G,https://www.mytek.tn/pc-portable-lenovo-v15-g4-iru-i3-13e-gen-12go-512go-ssd-noir.html,PC Portable LENOVO V15 G4 IRU i3 13è Gén 12Go 512Go SSD - Noir,V15 G4 IRU,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-v15-g4-iru-i3-13e-gen-12go-512go-ssd-noir-h.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,12 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 255,000 DT"
BU-X1504VA-NJ814W-24G-S,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-24g-512go-ssd.html,PC Portable ASUS Vivobook 15 X1504VA i3 13è Gén 24G 512Go SSD,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-24g-512go-ssd-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,24 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 259,000 DT"
BU-X1504VA-NJ518W-24G-S,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-24g-512g-ssd.html,PC Portable ASUS Vivobook 15 X1504VA i3 13è Gén 24G 512G SSD,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-24g-512g-ssd.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,24 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 259,000 DT"
VOSTRO-3530-I3-512SSD-24G,https://www.mytek.tn/pc-portable-dell-vostro-3530-i3-13eme-gen-24go-512go-ssd-noir.html,Pc Portable DELL Vostro 3530 i3 13ème Gén 24Go 512Go SSD - Noir,VOSTRO 3530,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3530-i3-13eme-gen-24go-512go-ssd-noir-y.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1305U,24 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 265,000 DT"
BU-X1504VA-NJ814W-24G-K,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-24go-512go-ssd-silver.html,PC Portable ASUS Vivobook 15 X1504VA i3 13ème Gén 24Go 512Go SSD - Silver,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-24go-512go-ssd-silver-60.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,24 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 269,000 DT"
BU-X1504VA-NJ814W-16G-W11P,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-16go-512g-ssd.html,PC Portable ASUS Vivobook 15 X1504VA i3 13è Gén 16Go 512G SSD,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-16go-512g-ssd.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 269,000 DT"
BU-X1504VA-NJ518W-24G-K,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-24go-512g-ssd-bleu.html,PC Portable ASUS Vivobook 15 X1504VA i3 13ème Gén 24Go 512G SSD - Bleu,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-24go-512g-ssd-bleu-60.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,24 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 269,000 DT"
BU-X1504VA-NJ518W-16G-W11P,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-16g-512g-ssd.html,PC Portable ASUS Vivobook 15 X1504VA i3 13è Gén 16G 512G SSD,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-16g-512g-ssd.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 269,000 DT"
BU-VOSTRO-3530-I3-512SSD-16G-W11,https://www.mytek.tn/pc-portable-dell-vostro-3530-i3-13eme-gen-16go-512g-ssd-noir.html,Pc Portable DELL Vostro 3530 i3 13ème Gén 16Go 512G SSD - Noir,VOSTRO 3530,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3530-i3-13eme-gen-16go-512g-ssd-noir-h.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1305U,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 275,000 DT"
BU-83A100GTFE-16G-W11P,https://www.mytek.tn/pc-portable-lenovo-v15-g4-iru-i3-13e-gen-16go-512g-ssd-noir.html,PC Portable LENOVO V15 G4 IRU i3 13è Gén 16Go 512G SSD - Noir,V15 G4 IRU,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-v15-g4-iru-i3-13e-gen-16go-512g-ssd-noir.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 289,000 DT"
BU-83A100UJFE-16G-W11P,https://www.mytek.tn/pc-portable-lenovo-v15-g4-iru-i3-13eme-gen-16go-512g-ssd-noir.html,PC Portable LENOVO V15 G4 IRU i3 13ème Gén 16Go 512G SSD - Noir,V15 G4 IRU,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-v15-g4-iru-i3-13eme-gen-16go-512g-ssd-noir.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 289,000 DT"
82XQ00M7FG,https://www.mytek.tn/pc-portable-lenovo-ideapad-slim-3-15amn8-amd-ryzen-5-16go-512go-ssd-gris.html,PC Portable LENOVO IdeaPad Slim 3 15AMN8 AMD RYZEN 5 16Go 512Go SSD - Gris,IDEAPAD SLIM 3 15AMN8,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-slim-3-15amn8-amd-ryzen-5-16go-512go-ssd-gris-j.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,AMD Ryzen 5,AMD Ryzen™ 5 7520U,16 Go,512Go SSD,SSD,AMD Radeon,FreeDos,Non,"1 299,000 DT"
83A100NRFE-16G,https://www.mytek.tn/pc-portable-lenovo-v15-g4-iru-i3-13e-gen-16go-512go-ssd-noir.html,PC Portable LENOVO V15 G4 IRU i3 13è Gén 16Go 512Go SSD - Noir,V15 G4 IRU,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-v15-g4-iru-i3-13e-gen-16go-512go-ssd-noir-ff.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,16 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 299,000 DT"
VOSTRO-3530-I3-512SSD-32G,https://www.mytek.tn/pc-portable-dell-vostro-3530-i3-13eme-gen-32go-512go-ssd-noir.html,Pc Portable DELL Vostro 3530 i3 13ème Gén 32Go 512Go SSD - Noir,VOSTRO 3530,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3530-i3-13eme-gen-32go-512go-ssd-noir-hh.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1305U,32 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 305,000 DT"
BU-83A100NRFE-W11P,https://www.mytek.tn/pc-portable-lenovo-v15-g4-iru-i3-13e-gen-8g-512go-ssd-noir.html,PC Portable LENOVO V15 G4 IRU i3 13è Gén 8G 512Go SSD - Noir,V15 G4 IRU,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-v15-g4-iru-i3-13e-gen-8g-512go-ssd-noir-klm.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,8 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 309,000 DT"
BU-X1504VA-NJ814W-24G-W11P,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-24g-512g-ssd.html,PC Portable ASUS Vivobook 15 X1504VA i3 13ème Gén 24G 512G SSD,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13eme-gen-24g-512g-ssd.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,24 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 309,000 DT"
BU-X1504VA-NJ518W-24G-W11P,https://www.mytek.tn/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-24go-512g-ssd.html,PC Portable ASUS Vivobook 15 X1504VA i3 13è Gén 24Go 512G SSD,VIVOBOOK 15 X1504VA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-24go-512g-ssd.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,24 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 309,000 DT"
BU-83A100NRFE-12G-W11P,https://www.mytek.tn/pc-portable-lenovo-v15-g4-iru-i3-13e-gen-12g-512go-ssd-noir.html,PC Portable LENOVO V15 G4 IRU i3 13è Gén 12G 512Go SSD - Noir,V15 G4 IRU,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-v15-g4-iru-i3-13e-gen-12g-512go-ssd-noir-66.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,12 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 315,000 DT"
BU-VOSTRO-3530-I3-512SSD-32G,https://www.mytek.tn/pc-portable-dell-vostro-3530-i3-13eme-gen-32g-512go-ssd-noir.html,Pc Portable DELL Vostro 3530 i3 13ème Gén 32G 512Go SSD - Noir,VOSTRO 3530,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3530-i3-13eme-gen-32g-512go-ssd-noir-y.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1305U,32 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 315,000 DT"
82VG00NXFG,https://www.mytek.tn/pc-portable-lenovo-ideapad-1-15amn7-amd-ryzen-5-16go-512go-ssd-gris.html,PC Portable LENOVO IdeaPad 1 15AMN7 AMD RYZEN 5 16Go 512Go SSD - Gris,IDEAPAD 1,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-1-15amn7-amd-ryzen-5-16go-512go-ssd-gris-01.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,AMD Ryzen 5,AMD Ryzen™ 5 7520U,16 Go,512Go SSD,SSD,AMD Radeon,Windows 11 Famille,Non,"1 319,000 DT"
BU-VOSTRO-3530-I3-512SSD-24G-W11,https://www.mytek.tn/pc-portable-dell-vostro-3530-i3-13eme-gen-24go-512g-ssd-noir.html,Pc Portable DELL Vostro 3530 i3 13ème Gén 24Go 512G SSD - Noir,VOSTRO 3530,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3530-i3-13eme-gen-24go-512g-ssd-noir-hhh.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1305U,24 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 325,000 DT"
M1502YA-NJ697,https://www.mytek.tn/pc-portable-asus-vivobook-15-m1502ya-amd-ryzen-7-8g-512g-ssd-bleu.html,PC Portable ASUS Vivobook 15 M1502YA AMD RYZEN 7 8G 512G SSD - Bleu,VIVOBOOK 15 M1502YA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-m1502ya-amd-ryzen-7-8g-512g-ssd-bleu.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,AMD Ryzen 7,AMD Ryzen™ 7 5825U,8 Go,512Go SSD,SSD,AMD Radeon,FreeDos,Non,"1 345,000 DT"
M1502YA-NJ575,https://www.mytek.tn/pc-portable-asus-vivobook-15-m1502ya-amd-ryzen-7-8go-512go-ssd-silver.html,PC Portable ASUS Vivobook 15 M1502YA AMD RYZEN 7 8Go 512Go SSD - Silver,VIVOBOOK 15 M1502YA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-15-m1502ya-amd-ryzen-7-8go-512go-ssd-silver.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,AMD Ryzen 7,AMD Ryzen™ 7 5825U,8 Go,512Go SSD,SSD,AMD Radeon,FreeDos,Non,"1 345,000 DT"
BU-83A100NRFE-16G-W11P,https://www.mytek.tn/pc-portable-lenovo-v15-g4-iru-i3-13e-gen-16g-512go-ssd-noir.html,PC Portable LENOVO V15 G4 IRU i3 13è Gén 16G 512Go SSD - Noir,V15 G4 IRU,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-v15-g4-iru-i3-13e-gen-16g-512go-ssd-noir-yybik.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1315U,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"1 359,000 DT"
