reference,link,name,brand,image_url,store,screen_size,processor,ram,SSD,HDD,gpu,os,gamer,price
361505-3530,https://batam.com.tn/pc-portable-dell-vostro-3530-i5-13e-gen-8go-512go-ssd-noir-43007003.html,Pc Portable DELL Vostro 3530 i5 13è Gén 8Go 512Go SSD - Noir,Dell,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007003.jpg,Batam,15.6,Intel Core i5,8,0,512,Integrated Graphics,Windows,0,1599.0
V3520-I5-512SSD,https://batam.com.tn/dellvostro3520-i5-1235u-8-512g-43005855.html,Pc Portable DELL VOSTRO 3520 I5-1235U 8/512G + Sacoche Gratuite,Dell,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43005855_2.jpg,Batam,15.6,Intel Core i5,8,0,512,Integrated Graphics,Ubuntu,0,1599.0
X1502VA-NJ722W,https://batam.com.tn/asus-i5-8-512-win-11-silver-43007678.html,PC Portable ASUS Vivobook 15 X1502VA i5 13è Gén 8G 512Go SSD - Silver,Asus,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007678.jpg,Batam,15.6,Intel Core i5,8,0,512,Integrated Graphics,Windows,0,1649.0
82R400XLFG/TN,https://batam.com.tn/lenovo-r7-8-512gb-w11-blue-43007652.html,PC Portable LENOVO IdeaPad 1 15ALC7 AMD RYZEN 7 8Go 512Go SSD - Bleu + Sacoche Gratuite,Lenovo,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007652_2.jpg,Batam,15.6,AMD Ryzen 7,8,0,512,AMD,FreeDos,0,1649.0
X1502VA-NJ231W,https://batam.com.tn/x1502va-nj231w-asus-i5-8-512-43006695.html,PC Portable ASUS Vivobook 15 X1502VA i5 13è Gén 8Go 512Go SSD - Silver +Sacoche gratuite,Asus,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006695_1_1.jpg,Batam,15.6,Intel Core i5,8,0,512,Integrated Graphics,Windows,0,1669.0
9D6V9EA,https://batam.com.tn/pc-hp-i5-8gb-512gb-w11-blue-43006998.html,PC Portable HP 15-fd0041nk i5 13è Gén 8Go 512Go SSD - Silver & Bleu,Hp,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006998.jpg,Batam,15.6,Intel Core i5,8,0,512,Integrated Graphics,Windows,0,1689.0
83A1009HFE,https://batam.com.tn/83a1009hfe-lenovo-v15-i5-8-512-43006777.html,PC Portable LENOVO V15 G4 IRU i5 13è Gén 8Go 512Go SSD - Noir,Lenovo,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006777_3.jpg,Batam,15.6,Intel Core i5,8,0,512,Integrated Graphics,FreeDos,0,1699.0
6D6W0EA,https://batam.com.tn/hp-14-i5-8-256-w11-na-silver-43008047.html,PC Portable HP 14s-dq5001nk i5 12Gén 8Go 256Go SSD Silver,Hp,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43008047.jpg,Batam,14.0,Intel Core i5,8,0,256,Integrated Graphics,Windows,0,1739.0
9D6W0EA,https://batam.com.tn/hp-core-i5-8-512-w11-silver-43008040.html,PC Portable HP 15-fd0042nk I5 13è Gén 8Go 512Go SSD – Silver,Hp,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43008040.jpg,Batam,15.6,Intel Core i5,8,0,512,Integrated Graphics,Windows,0,1749.0
B7VN6EA,https://batam.com.tn/hp-core-i5-8g-512-w11n-silver-43008042.html,PC Portable HP 15-fd0349nk i5 13Gén 8Go 512Go SSD - Silver,Hp,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43008042.jpg,Batam,15.6,Intel Core i5,8,0,512,Integrated Graphics,Windows,0,1769.0
82XM00H6FG,https://batam.com.tn/pc-lenovo-r7-16-512-sa-gry-43007309.html,PC Portable LENOVO IdeaPad Slim 3 15ABR8 AMD RYZEN 7 16Go 512Go SSD - Gris + Sacoche Gratuite,Lenovo,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007309_2.jpg,Batam,15.6,AMD Ryzen 7,16,0,512,AMD,FreeDos,0,1769.0
WARMLK2_N15BCLR_2500_1102_UBU,https://batam.com.tn/pc-dell-insp-r7-16-1tb-ssd-43008073.html,Pc Portable DELL Inspiron 15 3535 AMD RYZEN 7 16Go 1To SSD - Noir,Dell,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43008073.7_2_.jpg,Batam,15.6,AMD Ryzen 7,16,1024,0,AMD,Ubuntu,0,1779.0
A76C2EA,https://batam.com.tn/hp-r7-16-512-w11-nsilverradeon-43008046.html,PC Portable HP 15-fc0053nk Ryzen 7 16 Go 512Go SSD - Silver,Hp,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43008046.png,Batam,15.6,AMD Ryzen 7,16,0,512,Integrated Graphics,Windows,0,1869.0
V3520-I7-512SSD,https://batam.com.tn/dell-i7-1255u-15-6-8go-512go-43006836.html,Pc Portable DELL Vostro 3520 i7 12ème Gén 8Go 512Go SSD,Dell,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006836_1.jpg,Batam,15.6,Intel Core i7,8,0,512,Integrated Graphics,FreeDos,0,1899.0
A0DB5EA,https://batam.com.tn/hp-i5-8-512g-mx570a-2gb-w11h6-43006994.html,PC Portable HP 15-fd0046nk i5 13è Gén 8Go 512Go SSD - Silver & Or Chaud,Hp,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006994_1.jpg,Batam,15.6,Intel Core i5,8,0,512,Nvidia GeForce,Windows,0,1939.0
82QD00FYFG,https://batam.com.tn/82qd00fyfg-lenovo-i7-8-512g-sa-43006696.html,PC Portable LENOVO IdeaPad 1 15IAU7 i7 12è Gén 8Go 512Go SSD - Bleu + Sacoche Gratuite,Lenovo,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006696_3.jpg,Batam,15.6,Intel Core i7,8,0,512,Integrated Graphics,FreeDos,0,1969.0
AB1T5EA,https://batam.com.tn/hp-i5-8-512ssd-mx570-silver-43008044.html,PC Portable HP 15-fd0079nk i5 13è Gén 8Go 512Go SSD - Silver,Hp,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43008044.jpg,Batam,15.6,Intel Core i5,8,0,512,Nvidia GeForce,FreeDos,0,1999.0
B1402CVA-NK2615,https://batam.com.tn/experbook-asus-i5-16-512-14p-43007797.html,Pc Portable Asus Expertbook B1402 i5 13Gén 16Go 512Go SSD,Asus,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007797.jpg,Batam,14.0,Intel Core i5,16,0,512,Integrated Graphics,FreeDos,0,1999.0
X1502VA-NJ563W,https://batam.com.tn/asus-i7-8-512-win-11-bleu-43007679.html,Pc Portable Asus VivoBook 15X1502VA I7 13È Gén 8Go 512Go SSD – Bleu- X1502VA-NJ563W,Asus,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007679.jpg,Batam,15.6,Intel Core i5,8,0,512,Intel,Windows,0,1999.0
X1502VA-NJ233W,https://batam.com.tn/asusi7-13700hddr4-8-512g-w11sl-43005859.html,PC Portable ASUS Vivobook 15 X1502VA i7 13è Gén 8Go 512Go SSD - Silver,Asus,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43005859.1.jpg,Batam,15.6,Intel Core i7,8,0,512,Integrated Graphics,Windows,0,1999.0
A0DB5EA,https://batam.com.tn/hp-i5-8-512-w11-mx570-gold-43008043.html,PC Portable HP 15-fd0046nk i5 13è Gén 8Go 512Go SSD - Silver & Or Chaud,Hp,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43008043.jpg,Batam,15.6,Intel Core i5,8,0,512,Nvidia GeForce,Windows,0,2019.0
83EM00GNFG/TN,https://batam.com.tn/lenovo-i7-16-512g-dos-grey-43007653.html,PC Portable LENOVO IdeaPad Slim 3 15IRH8 i7 13è Gén 16Go 512G SSD - Gris,Lenovo,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007653.jpg,Batam,15.6,Intel Core i7,16,0,512,Integrated Graphics,FreeDos,0,2019.0
X1502VA-NJ654W,https://batam.com.tn/asus-i7-8-512-win-11-silver-43007670.html,PC Portable ASUS Vivobook 15 X1502VA i7 13è Gén 8G 512Go SSD - Silver,Asus,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007670.jpg,Batam,15.6,Intel Core i7,8,0,512,Integrated Graphics,Windows,0,2099.0
N1601PVNB3530_UBU,https://batam.com.tn/pc-dell-3530-core-i7-8-512-43007811.html,Pc Portable Dell Vostro 3530 i7 13Gén 8Go 512Go SSD Ubuntu,Dell,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007811.jpg,Batam,15.6,Intel Core i7,8,0,512,Integrated Graphics,Ubuntu,0,2165.0
X1502VA-NJ257W,https://batam.com.tn/asusi9-13900h-ddr4-8-512gw11si-43005860.html,PC Portable ASUS Vivobook 15 X1502VA i9 13è Gén 8Go 512Go SSD - Silver + Sacoche Gratuite,Asus,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43005860.1_1.jpg,Batam,15.6,Intel Core i9,8,0,512,Integrated Graphics,Windows,0,2175.0
A2AQ2EA,https://batam.com.tn/pc-hp-i7-8g-512-a2aq2ea-silver-43006564.html,PC Portable HP 15-fd0286nk i7 13è Gén 8Go 512Go SSD - Silver + Sacoche Gratuite,Hp,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006564_2.jpg,Batam,15.6,Intel Core i7,8,0,512,Integrated Graphics,FreeDos,0,2249.0
845L4EA,https://batam.com.tn/hp-pavilionx360-14-i5-8-512w11-43008049.html,PC Portable HP Pavilion x360 2-in-1 14-ek1001nk i5 13è Gén 8Go 512Go SSD - Silver,Hp,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43008049.jpg,Batam,14.0,Intel Core i5,8,0,512,Integrated Graphics,Windows,0,2399.0
7J0G9EA,https://batam.com.tn/hp-14s-i7-8-512-w11n-silver-43008048.html,PC Portable HP 14s-dq5005nk i7 12Gén 8Go 512Go SSD - Silver,Hp,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43008048.jpg,Batam,14.0,Intel Core i7,8,0,512,Integrated Graphics,Windows,0,2499.0
886L6EA,https://batam.com.tn/hp-envyx360-i5-16g-touch-43008051.html,PC Portable HP ENVY x360 2-in-1 15-fe0003nk i5 13è Gén 16Go 512Go SSD - Silver,Hp,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43008051.jpg,Batam,15.6,Intel Core i5,16,0,512,Integrated Graphics,Windows,0,3289.0
AY2T5EA,https://batam.com.tn/hp-envyx36014-u5-16-1t-w11-blu-43008050.html,PC Portable HP ENVY x360 2-in-1 14-fc0004nk Ultra 5 125U 16Go 1To SSD - Bleu,Hp,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43008050.jpg,Batam,14.0,Intel Core Ultra,16,1024,0,Integrated Graphics,Windows,0,3299.0
UX5401EA-KP114T,https://batam.com.tn/asus-i7-14-16-512g-w10grey-43005023.html,Pc portable ASUS Zenbook 14X  i7 11è Gén 16 Go 512 Go _Gris,Asus,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43005023_1.jpg,Batam,14.0,Intel Core i7,16,0,512,Integrated Graphics,Windows,0,3679.0
845J9EA,https://batam.com.tn/hp-envyx360-i7-16-512-touch-w-43008052.html,PC Portable HP ENVY x360 2-in-1 15-fe0001nk i7 13è Gén 16Go 512Go SSD - Silver,Hp,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43008052.jpg,Batam,15.6,Intel Core i7,16,0,512,Integrated Graphics,Windows,0,3799.0
MRXN3FN/A,https://batam.com.tn/macbook-air-8-256gb-space-43006902.html,APPLE MacBook Air M3 8Go 256Go SSD - Gris Sidéral,Apple,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006902_1_1.jpg,Batam,13.6,Apple M-Series,8,0,256,Integrated Graphics,macOS,0,4589.0
MRX43FN/A,https://batam.com.tn/macbook-m3-18-1t-space-black-43006908.html,APPLE MacBook Pro M3 Pro 18Go 1To SSD - Noir Sidéral,Apple,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006908_1.jpg,Batam,14.0,Apple M-Series,18,1024,0,Integrated Graphics,macOS,0,10499.0
MRW13FN/A,https://batam.com.tn/macbook-m3-18-512-space-black-43006909.html,APPLE MacBook Pro M3 Pro 18Go 512Go SSD - Noir Sidéral,Apple,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006909_1_1.jpg,Batam,16.0,Apple M-Series,18,0,512,Integrated Graphics,macOS,0,10689.0
82YU0044FE,https://batam.com.tn/82yu0044fe-v15lenvo-8-256-15-6-43006690.html,PC Portable LENOVO V15 G4 AMN AMD Athlon 8Go 256Go SSD - Noir + Flash Disque 16GB Gratuit,Lenovo,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006690_1_1.jpg,Batam,15.6,AMD Ryzen 3,8,0,256,AMD,FreeDos,0,735.0
AB1T8EA,https://batam.com.tn/pc-hp-celeron-8gb-256gb-black-43007130.html,PC Portable HP 15-fd0297nk Intel N100 8Go 256G SSD - Noir,Hp,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007130.jpg,Batam,15.6,Intel Celeron,8,0,256,Integrated Graphics,FreeDos,0,759.0
886L5EA,https://batam.com.tn/hp-n100-4gb-15-6-256-w11-gray-43006685.html,PC Portable HP 15-fd0030nk Intel N100 4Go 256Go SSD  Gris + Sacoche Gratuite,Hp,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006685_2.jpg,Batam,15.6,Intel Celeron,4,0,256,Integrated Graphics,Windows,0,769.0
82V700EJFG,https://batam.com.tn/lenovo-n4020-8-256ssd-wh-bl-sa-43006614.html,PC Portable LENOVO IdeaPad 1 15IGL7 Intel Celeron N4020 8G 256Go SSD  Windows 11 Famille  Bleu + Sacoche LENOVO T210 Gratuite,Lenovo,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006614_3.jpg,Batam,15.6,Intel Celeron,8,0,256,Integrated Graphics,Windows,0,799.0
N4004PVNB3520_UBU,https://batam.com.tn/dellvostro3520-i3-1215u-4-256g-43005853.html,Pc Portable DELL VOSTRO 3520 I3-1215U  4/256G,Dell,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43005853.jpg,Batam,15.6,Intel Core i3,4,0,256,Integrated Graphics,FreeDos,0,869.0
82XQ00DMFG,https://batam.com.tn/lenovory3-7320u-8-256ssdw11-sa-43005844.html,PC Portable LENOVO IdeaPad Slim 3 15AMN8 AMD RYZEN 3 8Go 256Go SSD  Gris + Sacoche Gratuite,Lenovo,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/1/41001593_1_2.jpg,Batam,15.6,AMD Ryzen 3,8,0,256,AMD,Windows,0,899.0
82VG00Q5FG,https://batam.com.tn/pc-lenovo-r3-8-512gb-grey-24m-43007514.html,PC Portable LENOVO IdeaPad 1 15AMN7 AMD RYZEN 3 8Go 512G SSD - Gris + Sacoche,Lenovo,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007514_.jpg,Batam,15.6,AMD Ryzen 3,8,0,512,AMD,FreeDos,0,1009.0
82RK0175FG,https://batam.com.tn/lenovo-i3-1215u-8-256ssd-sac-43005851.html,PC Portable LENOVO IdeaPad 3 15IAU7 i3 12ème Gén 8Go 256Go SSD - Bleu + Sacoche LENOVO Gratuite,Lenovo,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43005851_2.jpg,Batam,15.6,Intel Core i3,8,0,256,Integrated Graphics,Windows,0,1015.0
X1504VA-NJ520W,https://batam.com.tn/asus-i3-1315uddr4-4-256g-w11sl-43005857.html,Pc Portable ASUS I3-1315UDDR4 4/256G Windows 11 Silver,Asus,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43005857.1jpg.jpg,Batam,15.6,Intel Core i3,4,0,256,Integrated Graphics,Windows,0,1049.0
82QD00C2FG,https://batam.com.tn/lenovoip1-i3-1215u8-256sdgrey-43006126.html,Pc Portable LENOVO IDEAPAD 1 15IAU7 I3-1215U 8Go 256 GO SSD Gris,Lenovo,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006126_1.jpg,Batam,15.6,Intel Core i3,8,0,0,Integrated Graphics,Windows,0,1069.0
82XQ00HFFG,https://batam.com.tn/82xq00hffg-lenovo-r3-8-512-sa-43006691.html,Pc Portable Lenovo Ideapad Slim 3 Amd Ryzen3  8Go 512Go SSD Gris – 82XQ00HFFG + Souris Et Sacoche Gratuite,Lenovo,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006691_4.jpg,Batam,15.6,AMD Ryzen 3,8,0,512,AMD,Windows,0,1090.0
X1504VA-NJ519W,https://batam.com.tn/asus-i3-1315uddr4-4-256gw11blu-43005858.html,Pc Portable ASUS I3-1315UDDR4 4/256G Windows 11 Blue + Sacoche Gratuite,Asus,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43005858_2.jpg,Batam,15.6,Intel Core i3,4,0,256,Integrated Graphics,Windows,0,1099.0
A2MM1EA,https://batam.com.tn/pc-hp-i3-n305-8g-512gb-blue-43006997.html,Pc Portable HP 15-fd0052nk I3-N305 8Go 512Go SSD - Silver & Bleu,Hp,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006997_1.jpg,Batam,15.6,Intel Core i3,8,0,512,Integrated Graphics,FreeDos,0,1149.0
82X700AYFG,https://batam.com.tn/82x700ayfg-lenovoi3-8g-512-sa-43006692.html,PC Portable LENOVO IdeaPad Slim 3 15IRU8 i3 13è Gén 8Go 512Go SSD Gris( 82X700AYFG) +Sacoche 24M Gratuite,Lenovo,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006692_2.jpg,Batam,15.6,Intel Core i3,8,0,512,Integrated Graphics,FreeDos,0,1199.0
A2AP1EA,https://batam.com.tn/pc-hp-i3-8g-512-a2ap1ea-noir-43006558.html,Pc Portable HP 15-fd0055nk I3-N305 8Go 512Go SSD Noir + Sacoche Gratuite,Hp,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006558_1_1.jpg,Batam,15.6,Intel Core i3,8,0,512,Integrated Graphics,FreeDos,0,1199.0
82XQ00M7FG,https://batam.com.tn/pc-lenovo-r5-16-512gb-grey-24m-43007515.html,PC Portable LENOVO IdeaPad Slim 3 15AMN8 AMD RYZEN 5 16Go 512Go SSD - Gris + Sacoche,Lenovo,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007515-.jpg,Batam,15.6,AMD Ryzen 5,16,0,512,AMD,FreeDos,0,1399.0
82RK016TFG,https://batam.com.tn/lenovoi5-1235u-8-512ssd-grey-43005852.html,Pc Portable LENOVO I5-1235U 8/512 SSD Gris,Lenovo,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43005852.jpg,Batam,15.6,Intel Core i5,8,0,0,Integrated Graphics,Windows,0,1469.0
82QD00E4FG,https://batam.com.tn/pc-lenovo-i5-8g-512-82qd00e4fg-43007300.html,PC Portable LENOVO IdeaPad 1 15IAU7 i5 12ème Gén 8Go 512Go SSD - Gris,Lenovo,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007300.jpg,Batam,15.6,Intel Core i5,8,0,512,Integrated Graphics,FreeDos,0,1499.0
B12MO-1019XFR,https://batam.com.tn/msi-i3-1215u-16g-512ssd-iris-43006950.html,Pc Portable MSI Modern 15 B12MO i3 12è Gén 16Go 512Go SSD - Noir,Msi,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006950.jpg,Batam,15.6,Intel Core i3,16,0,512,Integrated Graphics,FreeDos,0,1499.0
X1605VA-MB475W,https://batam.com.tn/asus-i5-13500h16ddr4-8-512gw11-43005863.html,PC Portable ASUS Vivobook 16 X1605VA i5 13è Gén 8Go 512Go SSD - Silver,Asus,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43005863_1.jpg,Batam,15.6,Intel Core i5,8,0,0,Integrated Graphics,Windows,0,1659.0
A2AP6EA,https://batam.com.tn/pc-hp-i5-8g-512-a2ap6ea-gold-43006562.html,Pc Portable HP 15-FD0093NK I5 13È Gén 8GO 512GO SSD Silver & Or Chaud + Sacoche Gratuite,Hp,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006562_1.jpg,Batam,15.6,Intel Core i5,8,0,512,Integrated Graphics,FreeDos,0,1719.0
A2AP5EA,https://batam.com.tn/pc-hp-i5-8g-512-a2ap7ea-silver-43006563.html,Pc Portable HP 15-FD0094NK I5 13È Gén 8GO 512GO SSD Silver & Bleu+ Sacoche Gratuite,Hp,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006563_2.jpg,Batam,15.6,Intel Core i5,8,0,512,Integrated Graphics,FreeDos,0,1745.0
B13M-1018XFR,https://batam.com.tn/msi-i5-1335u-16g-512ssd-fd-43006951.html,Pc Portable MSI Modern 15 B13M i5 13è Gén 16Go 512Go SSD - Noir,Msi,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006951.1.jpg,Batam,15.6,Intel Core i5,16,0,512,Integrated Graphics,FreeDos,0,1799.0
82RK011WFG,https://batam.com.tn/lenovoip3-i7-1255u-8-512ssd-sa-43005843.html,PC Portable LENOVO IdeaPad 3 15IAU7 i7 12ème Gén 8 Go 512Go SSD - Gris + Sacoche Gratuite,Lenovo,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43005843_1.jpg,Batam,15.6,Intel Core i7,8,0,512,Integrated Graphics,FreeDos,0,1929.0
X1605VA-MB472W,https://batam.com.tn/asus-i7-13700h16ddr4-8-512gw11-43005864.html,PC Portable ASUS Vivobook 16 X1605VA i7 13è Gén 8Go 512Go SSD - Silver,Asus,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43005864_1.jpg,Batam,16.0,Intel Core i7,8,0,512,Integrated Graphics,Windows,0,2245.0
UM425QA-KI165W-2Y,https://batam.com.tn/asus-ux425-r7-8-512g-w11grey-43006619.html,Pc Portable ASUS Zenbook 14 AMD RYZEN 7 8Go 512Go SSD - Gris,Asus,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006619_1_1.jpg,Batam,14.0,AMD Ryzen 7,8,0,512,AMD,Windows,0,2269.0
85D05EA,https://batam.com.tn/hp-probook-450g10-i5-8g-256-sa-43006123.html,Pc Portable HP ProBook 450 G10 i5 13è Gén 8Go 256Go SSD - Silver + Sacoche Gratuit,Hp,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006123.jpg,Batam,15.6,Intel Core i5,8,0,256,Integrated Graphics,FreeDos,0,2359.0
A2AP9EA,https://batam.com.tn/pc-hp-i7-16g-1t-a2ap9ea-silver-43006565.html,Pc Portable HP 15-FD0127NK I7 13È Gén 16GO 1TO SSD Silver + Sacoche Gratuite,Hp,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006565_2.jpg,Batam,15.6,Intel Core i7,16,0,0,Integrated Graphics,FreeDos,0,2429.0
MGN63FN-A,https://batam.com.tn/macbook-air-8-256gb-grey-43006899.html,APPLE MacBook Air M1 8Go 256Go SSD - Gris,Apple,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006899_1_1.jpg,Batam,13.3,Apple M-Series,8,0,256,Integrated Graphics,macOS,0,3339.0
MQKR3FN/A,https://batam.com.tn/macbook-air-8-256gb-silver-43006900.html,APPLE MacBook Air M2 (2023) 8Go 256Go SSD - Silver,Apple,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006900_2.jpg,Batam,15.3,Apple M-Series,8,0,256,Integrated Graphics,macOS,0,5619.0
MQKU3FN/A,https://batam.com.tn/macbook-8-256gb-starlight-43006901.html,APPLE MacBook Air M2 (2023) 8Go 256Go SSD - Lumière stellaire,Apple,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006901_1_1.jpg,Batam,15.3,Apple M-Series,8,0,256,Integrated Graphics,macOS,0,5629.0
MXCR3FN/A,https://batam.com.tn/macbook-m3-6gb-512-space-gray-43006905.html,Apple MACBOOK Air M3  16 Go  512 Go _ Gris sidéral,Apple,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006905_2.jpg,Batam,13.6,Apple M-Series,16,0,512,Integrated Graphics,macOS,0,6599.0
MRX33FN/A,https://batam.com.tn/macbook-m3-18-512g-space-black-43006906.html,APPLE MacBook Pro M3 Pro 18Go 512Go SSD - Noir Sidéral,Apple,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006906_3_1.jpg,Batam,14.0,Apple M-Series,18,0,512,Integrated Graphics,macOS,0,8779.0
82QY00PEFE,https://www.graiet.tn/pc-portable-lenovo-v15-cel-n4500-8go-256ssd-fd.html,Pc Portable LENOVO V15 | Intel Celeron N4500 - 8GO - 256SSD - Noir,Lenovo,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-v15-cel-n4500-8go-256ssd-fd.webp,graiet,15.6,Helio G99,8,256,0,Intel,Android,0,729.0
82VG00Q2FG-2Y,https://www.graiet.tn/lenovo-pc-portable-ideapad-amd-athlon-7120u-8go-256ssd-fd-silver.html,Pc Portable LENOVO  IDEAPAD 1 | AMD ATHLON - 7120U - 8GO - 256SSD - FD -  Silver,Lenovo,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-ideapad-amd-athlon-7120u-8go-256ssd-fd-silver_1.webp,graiet,15.6,Helio G99,8,256,0,AMD,FreeDos,0,729.0
